country,year,coal_consumption,hydro_consumption,oil_consumption,nuclear_consumption,gas_consumption
Iraq,1976,,1.357,47.937,0.0,17.147
Iraq,1977,,1.674,56.694,0.0,11.191
Iraq,1978,,2.094,60.076,0.0,11.599
Iraq,1979,,3.052,72.683,0.0,16.635
Iraq,1980,,2.04,87.151,0.0,12.169
Iraq,1981,,1.804,87.058,0.0,5.89
Iraq,1982,,1.774,89.896,0.0,6.46
Iraq,1983,,1.774,106.477,0.0,4.465
Iraq,1984,,1.804,117.485,0.0,5.605
Iraq,1985,,1.804,133.384,0.0,8.075
Iraq,1986,,1.774,148.509,0.0,14.725
Iraq,1987,,7.688,151.351,0.0,35.625
Iraq,1988,,7.688,164.534,0.0,53.2
Iraq,1989,,7.688,186.979,0.0,61.275
Iraq,1990,,13.751,186.163,0.0,37.81
Iraq,1991,,6.343,127.158,0.0,16.53
Iraq,1992,,15.433,201.088,0.0,21.565
Iraq,1993,,18.22,273.904,0.0,24.225
Iraq,1994,,18.475,309.49,0.0,30.115
Iraq,1995,,21.053,305.563,0.0,30.115
Iraq,1996,,19.189,307.163,0.0,30.78
Iraq,1997,,19.54,374.818,0.0,28.975
Iraq,1998,,18.326,271.423,0.0,28.025
Iraq,1999,,10.524,188.547,0.0,30.21
Iraq,2000,,9.452,283.285,0.0,29.925
Iraq,2001,,10.873,323.352,0.0,26.22
Iraq,2002,,13.31,306.866,0.0,22.42
Iraq,2003,,13.793,275.46,0.0,14.82
Iraq,2004,,16.569,299.975,0.0,9.5
Iraq,2005,,14.013,280.534,0.0,13.775
Iraq,2006,,14.201,271.706,0.0,13.775
Iraq,2007,,12.912,243.838,0.0,45.43
Iraq,2008,,8.239,273.098,0.0,64.576
Iraq,2009,,7.904,263.082,0.0,68.527
Iraq,2010,,10.034,298.527,0.0,71.353
Iraq,2011,,9.378,318.911,0.0,63.019
Iraq,2012,,12.056,351.107,0.0,63.413
Iraq,2013,,12.561,386.712,0.0,70.727
Iraq,2014,,7.681,372.061,0.0,75.308
Iraq,2015,,6.857,367.073,0.0,73.011
Iraq,2016,,9.025,377.217,0.0,98.956
Iraq,2017,0.0,5.791,447.193,0.0,114.269
Iraq,2018,0.0,4.809,438.682,0.0,146.004
Iraq,2019,0.0,13.083,430.655,0.0,194.952
Iraq,2020,,10.93,375.09,0.0,184.851
Iraq,2021,,8.755,418.795,0.0,164.193
Iraq,2022,,6.911,472.014,0.0,183.616
Iraq,2023,,8.8,500.808,0.0,187.015
Ireland,1979,23.12,2.442,75.462,0.0,2.762
Ireland,1980,21.911,2.476,67.972,0.0,8.066
Ireland,1981,22.934,2.545,60.384,0.0,12.128
Ireland,1982,24.26,2.373,52.858,0.0,17.797
Ireland,1983,26.319,2.304,48.005,0.0,19.25
Ireland,1984,25.225,2.029,47.207,0.0,20.395
Ireland,1985,28.982,2.476,47.078,0.0,21.002
Ireland,1986,31.855,2.717,58.119,0.0,14.813
Ireland,1987,40.926,2.029,51.009,0.0,14.755
Ireland,1988,41.67,2.579,46.249,0.0,17.7
Ireland,1989,41.752,2.063,47.584,0.0,20.073
Ireland,1990,40.262,2.061,53.734,0.0,21.83
Ireland,1991,38.622,2.206,59.269,0.0,22.364
Ireland,1992,36.787,2.416,61.681,0.0,22.12
Ireland,1993,35.746,2.262,62.441,0.0,25.132
Ireland,1994,34.204,2.72,68.393,0.0,25.563
Ireland,1995,34.438,2.108,69.825,0.0,27.203
Ireland,1996,34.625,2.135,73.248,0.0,30.901
Ireland,1997,32.989,2.005,78.034,0.0,32.297
Ireland,1998,33.208,2.709,87.461,0.0,32.657
Ireland,1999,28.569,2.502,98.698,0.0,34.925
Ireland,2000,30.419,2.502,99.361,0.0,40.042
Ireland,2001,31.861,1.751,106.501,0.0,41.763
Ireland,2002,30.63,2.662,103.802,0.0,42.868
Ireland,2003,29.651,1.734,101.324,0.0,42.554
Ireland,2004,27.702,1.815,106.124,0.0,42.484
Ireland,2005,30.785,1.808,111.535,0.0,40.438
Ireland,2006,27.772,2.061,113.515,0.0,45.904
Ireland,2007,27.121,1.885,112.171,0.0,49.835
Ireland,2008,26.54,2.721,106.853,0.0,52.207
Ireland,2009,23.202,2.518,91.394,0.0,49.555
Ireland,2010,23.097,1.663,88.998,0.0,54.673
Ireland,2011,22.667,1.95,83.329,0.0,48.09
Ireland,2012,26.295,2.2,78.681,0.0,46.903
Ireland,2013,23.795,1.634,79.803,0.0,44.672
Ireland,2014,23.388,1.92,78.995,0.0,43.283
Ireland,2015,25.505,2.172,81.824,0.0,43.764
Ireland,2016,24.504,1.823,86.162,0.0,49.207
Ireland,2017,20.864,1.841,85.463,0.0,50.189
Ireland,2018,16.405,1.836,88.726,0.0,52.105
Ireland,2019,11.741,2.337,88.716,0.0,53.159
Ireland,2020,10.059,2.449,75.047,0.0,53.081
Ireland,2021,13.722,1.961,81.746,0.0,50.983
Ireland,2022,11.048,1.828,85.658,0.0,52.0
Ireland,2023,7.549,2.426,84.667,0.0,48.234
Israel,1965,,,40.277,0.0,0.73
Israel,1966,,,41.695,0.0,0.946
Israel,1967,,,50.674,0.0,1.06
Israel,1968,,,51.301,0.0,1.36
Israel,1969,,,58.122,0.0,1.398
Israel,1970,,,62.261,0.0,1.277
Israel,1971,,0.0,70.909,0.0,1.196
Israel,1972,,0.0,67.122,0.0,1.182
Israel,1973,,0.0,72.304,0.0,0.513
Israel,1974,,0.0,72.497,0.0,0.627
Israel,1975,,0.0,74.568,0.0,0.573
Israel,1976,,0.0,76.485,0.0,0.552
Israel,1977,,0.0,80.344,0.0,0.549
Israel,1978,,0.0,87.787,0.0,0.54
Israel,1979,,0.0,90.867,0.0,0.384
Israel,1980,0.012,0.0,92.547,0.0,0.018
Israel,1981,0.012,0.006,94.119,0.0,0.019
Israel,1982,6.455,0.006,94.852,0.0,0.431
Israel,1983,12.165,0.003,89.029,0.0,0.61
Israel,1984,19.69,0.006,85.713,0.0,0.533
Israel,1985,21.481,0.006,76.265,0.0,0.501
Israel,1986,23.853,0.018,79.106,0.0,0.376
Israel,1987,25.4,0.03,84.977,0.0,0.428
Israel,1988,24.342,0.03,94.026,0.0,0.393
Israel,1989,26.295,0.009,97.61,0.0,0.361
Israel,1990,27.565,0.009,101.249,0.0,0.312
Israel,1991,29.848,0.018,101.152,0.0,0.26
Israel,1992,36.737,0.086,116.151,0.0,0.222
Israel,1993,41.507,0.077,124.561,0.0,0.221
Israel,1994,43.992,0.068,129.304,0.0,0.205
Israel,1995,48.019,0.074,146.877,0.0,0.238
Israel,1996,58.213,0.071,143.863,0.0,0.15
Israel,1997,63.302,0.074,157.658,0.0,0.179
Israel,1998,67.954,0.074,164.654,0.0,0.112
Israel,1999,66.741,0.098,174.332,0.0,0.101
Israel,2000,72.745,0.092,154.444,0.0,0.091
Israel,2001,83.969,0.029,143.09,0.0,0.095
Israel,2002,88.76,0.061,142.726,0.0,0.085
Israel,2003,91.988,0.09,146.526,0.0,0.077
Israel,2004,92.874,0.081,139.086,0.0,11.294
Israel,2005,92.337,0.08,136.454,0.0,15.565
Israel,2006,91.287,0.043,132.768,0.0,21.734
Israel,2007,93.36,0.04,135.563,0.0,26.005
Israel,2008,91.87,0.045,134.592,0.0,35.78
Israel,2009,89.966,0.067,124.927,0.0,39.671
Israel,2010,89.92,0.086,123.848,0.0,50.681
Israel,2011,92.252,0.08,129.74,0.0,47.074
Israel,2012,102.469,0.09,154.567,0.0,24.201
Israel,2013,82.442,0.075,117.322,0.0,65.771
Israel,2014,76.612,0.034,109.441,0.0,71.845
Israel,2015,75.027,0.066,116.403,0.0,79.903
Israel,2016,64.121,0.068,119.49,0.0,91.78
Israel,2017,58.193,0.066,124.574,0.0,97.642
Israel,2018,54.781,0.061,125.858,0.0,105.746
Israel,2019,57.899,0.058,127.13,0.0,107.219
Israel,2020,50.47,0.063,109.861,0.0,112.682
Israel,2021,45.234,0.062,114.398,0.0,117.337
Israel,2022,44.428,0.061,125.31,0.0,121.423
Israel,2023,38.417,0.06,123.503,0.0,125.673
Italy,1965,100.32,126.068,610.738,9.96,73.747
Italy,1966,104.344,129.28,673.435,10.961,80.521
Italy,1967,114.346,125.199,745.365,8.944,87.953
Italy,1968,110.741,126.195,821.854,7.309,103.293
Italy,1969,113.672,121.727,905.27,4.764,113.412
Italy,1970,114.788,119.383,1024.059,9.012,122.352
Italy,1971,110.892,115.556,1101.371,9.548,126.397
Italy,1972,103.193,122.266,1156.252,10.289,144.946
Italy,1973,104.705,110.955,1217.019,8.915,162.833
Italy,1974,114.021,111.759,1184.078,9.676,183.135
Italy,1975,114.323,121.299,1112.074,10.783,211.032
Italy,1976,113.358,115.843,1162.111,10.802,255.521
Italy,1977,111.474,151.217,1130.089,9.605,260.953
Italy,1978,113.392,134.516,1186.676,12.565,257.094
Italy,1979,124.441,135.865,1225.945,7.457,264.134
Italy,1980,146.003,133.786,1163.881,6.265,262.164
Italy,1981,149.632,127.251,1138.735,7.681,254.199
Italy,1982,167.298,122.6,1081.306,19.306,253.313
Italy,1983,156.586,122.552,1053.436,16.409,260.487
Italy,1984,177.59,125.379,1005.088,19.542,306.875
Italy,1985,175.334,121.509,999.884,19.931,311.901
Italy,1986,172.345,121.52,1023.836,24.851,329.776
Italy,1987,171.077,116.816,1067.589,0.494,365.805
Italy,1988,160.354,120.278,1086.691,0.0,396.848
Italy,1989,167.309,100.706,1118.121,0.0,429.279
Italy,1990,170.259,93.518,1127.532,0.0,454.26
Italy,1991,161.724,124.9,1134.522,0.0,482.582
Italy,1992,141.861,124.785,1150.392,0.0,478.134
Italy,1993,124.07,122.493,1119.796,0.0,487.875
Italy,1994,131.003,132.053,1116.12,0.0,471.443
Italy,1995,140.907,111.721,1153.954,0.0,519.306
Italy,1996,129.658,124.303,1134.068,0.0,535.757
Italy,1997,131.551,123.02,1145.138,0.0,556.298
Italy,1998,136.562,121.887,1141.959,0.0,598.945
Italy,1999,136.379,134.144,1132.526,0.0,651.001
Italy,2000,145.58,130.699,1124.703,0.0,678.785
Italy,2001,154.697,137.521,1102.603,0.0,680.646
Italy,2002,159.678,115.349,1106.428,0.0,676.029
Italy,2003,172.299,106.348,1095.877,0.0,745.332
Italy,2004,193.013,122.003,1072.42,0.0,773.418
Italy,2005,191.534,103.275,1039.467,0.0,827.695
Italy,2006,193.911,105.263,1038.177,0.0,810.588
Italy,2007,189.848,92.788,1005.712,0.0,814.561
Italy,2008,183.701,116.963,946.612,0.0,808.515
Italy,2009,143.823,137.228,875.992,0.0,743.176
Italy,2010,159.028,141.879,853.391,0.0,791.499
Italy,2011,178.27,126.41,828.881,0.0,742.161
Italy,2012,182.733,114.819,772.214,0.0,713.566
Italy,2013,157.403,143.831,706.48,0.0,667.404
Italy,2014,153.447,158.604,671.279,0.0,589.716
Italy,2015,143.395,122.631,710.444,0.0,643.154
Italy,2016,127.732,113.592,704.79,0.0,675.458
Italy,2017,111.904,96.335,713.695,0.0,715.788
Italy,2018,102.567,129.177,730.328,0.0,692.141
Italy,2019,77.534,122.194,709.052,0.0,707.906
Italy,2020,59.253,125.1,585.492,0.0,676.252
Italy,2021,65.182,118.766,651.104,0.0,723.737
Italy,2022,86.385,74.036,695.903,0.0,651.99
Italy,2023,60.218,101.11,686.874,0.0,585.976
Japan,1965,566.523,224.938,1022.044,0.071,18.261
Japan,1966,603.773,234.637,1220.068,1.657,18.74
Japan,1967,663.195,202.702,1445.04,1.785,19.386
Japan,1968,682.455,217.191,1645.584,2.962,21.095
Japan,1969,728.983,222.809,2017.524,3.07,23.326
Japan,1970,702.305,222.957,2444.114,12.999,35.721
Japan,1971,637.666,248.979,2633.407,22.728,38.302
Japan,1972,623.121,251.64,2894.374,26.9,38.317
Japan,1973,658.821,197.462,3271.468,27.544,53.32
Japan,1974,698.346,244.484,3098.383,55.896,72.873
Japan,1975,653.263,246.631,3070.529,71.293,87.284
Japan,1976,638.791,247.175,3215.977,96.7,104.635
Japan,1977,602.657,215.766,3247.226,89.833,127.785
Japan,1978,545.732,207.128,3274.607,168.302,179.344
Japan,1979,582.814,238.756,3221.443,199.741,212.789
Japan,1980,677.06,261.078,2871.159,234.353,251.809
Japan,1981,759.07,259.014,2707.497,249.191,252.311
Japan,1982,723.947,241.308,2555.374,290.647,258.383
Japan,1983,713.582,249.194,2620.623,324.302,278.063
Japan,1984,797.98,211.771,2568.184,380.976,373.981
Japan,1985,832.826,245.058,2509.792,452.805,400.598
Japan,1986,793.076,238.972,2522.561,469.239,407.618
Japan,1987,809.326,221.144,2639.698,535.169,418.045
Japan,1988,874.772,266.99,2798.201,493.435,443.39
Japan,1989,876.164,271.277,2871.374,527.251,460.56
Japan,1990,907.69,256.948,2928.799,552.099,503.159
Japan,1991,900.481,279.187,3023.089,592.171,532.015
Japan,1992,885.255,236.695,3098.17,615.84,553.108
Japan,1993,902.805,273.758,3044.265,702.852,556.939
Japan,1994,945.326,190.613,3212.045,732.783,595.615
Japan,1995,979.856,232.99,3234.184,814.05,606.176
Japan,1996,1005.582,228.2,3259.989,841.326,646.772
Japan,1997,1032.946,255.602,3224.353,911.288,671.348
Japan,1998,984.719,263.406,3134.143,924.956,691.639
Japan,1999,1035.977,247.772,3181.517,900.159,726.419
Japan,2000,1110.603,249.771,3179.205,905.512,756.65
Japan,2001,1137.155,239.538,3076.01,903.625,777.284
Japan,2002,1207.908,235.258,3026.113,880.207,760.46
Japan,2003,1241.259,268.18,3117.378,640.294,834.982
Japan,2004,1274.103,264.152,3048.324,790.482,806.041
Japan,2005,1334.814,222.091,3085.117,805.187,827.28
Japan,2006,1312.142,252.692,2975.542,830.847,885.503
Japan,2007,1377.404,210.685,2891.68,757.055,953.901
Japan,2008,1414.781,211.216,2780.451,678.833,990.995
Japan,2009,1186.947,196.792,2495.382,736.029,924.78
Japan,2010,1352.734,245.646,2514.951,778.668,999.367
Japan,2011,1282.65,227.552,2512.022,431.3,1120.252
Japan,2012,1354.199,211.403,2666.304,47.338,1232.151
Japan,2013,1409.438,216.212,2552.166,38.191,1235.369
Japan,2014,1385.735,221.357,2422.202,0.0,1247.521
Japan,2015,1397.981,230.963,2335.943,11.692,1187.176
Japan,2016,1395.385,212.626,2268.99,45.414,1164.174
Japan,2017,1415.963,210.89,2244.126,74.247,1169.865
Japan,2018,1386.597,214.297,2166.799,124.672,1157.082
Japan,2019,1362.594,194.849,2112.394,166.025,1081.233
Japan,2020,1270.752,205.723,1877.527,108.366,1041.275
Japan,2021,1369.467,208.356,1911.596,153.727,1035.061
Japan,2022,1365.525,195.192,1926.723,129.528,1002.223
Japan,2023,1260.11,193.524,1848.599,193.086,924.208
Kazakhstan,1985,443.498,15.407,246.888,0.0,90.234
Kazakhstan,1986,465.968,14.14,224.887,0.0,109.256
Kazakhstan,1987,484.157,16.949,217.355,0.0,114.133
Kazakhstan,1988,505.021,20.674,218.252,0.0,119.011
Kazakhstan,1989,482.017,21.562,222.715,0.288,122.913
Kazakhstan,1990,450.307,21.781,256.327,0.0,131.01
Kazakhstan,1991,439.575,21.29,258.597,1.53,137.546
Kazakhstan,1992,442.82,20.303,241.588,1.317,141.447
Kazakhstan,1993,402.126,22.559,186.607,1.267,135.594
Kazakhstan,1994,393.372,27.142,146.303,1.078,98.525
Kazakhstan,1995,317.69,24.635,143.007,0.226,113.158
Kazakhstan,1996,283.743,21.678,120.907,0.251,94.623
Kazakhstan,1997,243.586,19.217,121.648,0.853,74.275
Kazakhstan,1998,239.855,18.159,101.108,0.251,73.631
Kazakhstan,1999,222.084,18.132,83.379,0.0,83.366
Kazakhstan,2000,207.464,22.269,92.215,0.0,47.799
Kazakhstan,2001,259.348,23.741,92.171,0.0,40.932
Kazakhstan,2002,262.751,25.947,94.167,0.0,41.078
Kazakhstan,2003,290.113,25.012,102.732,0.0,46.834
Kazakhstan,2004,309.252,23.217,105.8,0.0,52.354
Kazakhstan,2005,312.671,22.495,108.87,0.0,60.589
Kazakhstan,2006,329.564,22.103,125.201,0.0,66.522
Kazakhstan,2007,362.144,23.106,136.472,0.0,81.166
Kazakhstan,2008,392.951,20.963,135.962,0.0,85.558
Kazakhstan,2009,359.793,19.211,109.068,0.0,80.934
Kazakhstan,2010,388.256,22.266,113.106,0.0,87.568
Kazakhstan,2011,422.64,21.747,150.891,0.0,98.737
Kazakhstan,2012,440.265,20.941,161.304,0.0,107.336
Kazakhstan,2013,435.881,21.07,162.814,0.0,111.826
Kazakhstan,2014,430.719,22.385,167.672,0.0,148.296
Kazakhstan,2015,318.006,24.962,154.435,0.0,138.026
Kazakhstan,2016,371.23,31.109,157.863,0.0,150.145
Kazakhstan,2017,407.12,29.834,159.559,0.0,167.256
Kazakhstan,2018,423.422,27.453,170.214,0.0,166.708
Kazakhstan,2019,400.92,26.343,171.497,0.0,197.041
Kazakhstan,2020,379.287,25.369,148.747,0.0,176.562
Kazakhstan,2021,389.989,24.096,183.113,0.0,216.167
Kazakhstan,2022,391.729,23.989,180.09,0.0,212.817
Kazakhstan,2023,385.026,22.843,191.378,0.0,214.251
Kuwait,1965,,0.0,61.96,0.0,17.261
Kuwait,1966,,0.0,60.271,0.0,22.61
Kuwait,1967,,0.0,58.632,0.0,25.726
Kuwait,1968,,0.0,57.056,0.0,31.72
Kuwait,1969,,0.0,55.53,0.0,35.406
Kuwait,1970,,0.0,54.056,0.0,19.351
Kuwait,1971,,0.0,53.169,0.0,19.988
Kuwait,1972,,0.0,57.332,0.0,23.627
Kuwait,1973,,0.0,54.197,0.0,26.467
Kuwait,1974,,0.0,49.557,0.0,27.844
Kuwait,1975,,0.0,38.493,0.0,30.514
Kuwait,1976,,0.0,45.59,0.0,36.708
Kuwait,1977,,0.0,44.116,0.0,40.023
Kuwait,1978,,0.0,47.564,0.0,44.849
Kuwait,1979,,0.0,53.343,0.0,59.384
Kuwait,1980,,0.0,46.05,0.0,38.674
Kuwait,1981,,0.0,64.211,0.0,44.498
Kuwait,1982,,0.0,72.01,0.0,34.913
Kuwait,1983,,0.0,79.701,0.0,38.333
Kuwait,1984,,0.0,84.21,0.0,41.572
Kuwait,1985,,0.0,80.655,0.0,39.9
Kuwait,1986,,0.0,83.613,0.0,54.435
Kuwait,1987,,0.0,82.106,0.0,45.41
Kuwait,1988,,0.0,79.014,0.0,64.98
Kuwait,1989,,0.0,77.53,0.0,77.52
Kuwait,1990,,0.0,51.688,0.0,39.805
Kuwait,1991,,0.0,41.371,0.0,4.75
Kuwait,1992,,0.0,56.785,0.0,24.89
Kuwait,1993,,0.0,48.683,0.0,51.49
Kuwait,1994,,0.0,60.219,0.0,56.715
Kuwait,1995,,0.0,62.409,0.0,88.141
Kuwait,1996,,0.0,60.651,0.0,88.369
Kuwait,1997,,0.0,66.986,0.0,88.065
Kuwait,1998,,0.0,100.819,0.0,90.164
Kuwait,1999,,0.0,115.729,0.0,82.536
Kuwait,2000,0.0,,120.743,0.0,91.2
Kuwait,2001,0.001,,124.055,0.0,90.25
Kuwait,2002,0.003,,144.081,0.0,82.745
Kuwait,2003,0.001,,176.09,0.0,95.0
Kuwait,2004,0.001,,199.314,0.0,103.55
Kuwait,2005,0.0,,217.243,0.0,116.85
Kuwait,2006,0.027,,203.208,0.0,117.895
Kuwait,2007,0.005,,204.986,0.0,106.97
Kuwait,2008,0.008,,217.101,0.0,120.65
Kuwait,2009,0.0,,224.443,0.0,118.461
Kuwait,2010,0.045,,253.164,0.0,139.755
Kuwait,2011,0.157,,235.434,0.0,158.579
Kuwait,2012,0.756,,221.787,0.0,175.318
Kuwait,2013,3.186,,243.437,0.0,177.704
Kuwait,2014,2.533,,232.4,0.0,178.711
Kuwait,2015,2.1,,239.242,0.0,203.227
Kuwait,2016,2.589,,228.75,0.0,211.499
Kuwait,2017,1.959,,233.1,0.0,210.275
Kuwait,2018,2.732,,245.545,0.0,211.522
Kuwait,2019,2.207,,234.157,0.0,183.732
Kuwait,2020,0.556,,218.023,0.0,179.136
Kuwait,2021,1.074,,224.932,0.0,197.584
Kuwait,2022,1.533,,213.799,0.0,216.601
Kuwait,2023,1.533,,211.603,0.0,224.55
Latvia,1985,8.443,8.808,67.932,0.0,21.105
Latvia,1986,10.655,8.873,57.17,0.0,22.07
Latvia,1987,9.756,10.938,46.474,0.0,22.955
Latvia,1988,9.792,8.873,41.671,0.0,24.72
Latvia,1989,7.997,10.664,41.656,0.0,24.72
Latvia,1990,8.24,13.295,39.246,0.0,25.686
Latvia,1991,7.222,9.684,38.053,0.0,24.72
Latvia,1992,6.353,7.455,29.106,0.0,14.12
Latvia,1993,5.807,8.504,26.014,0.0,8.83
Latvia,1994,4.368,9.773,24.652,0.0,8.83
Latvia,1995,3.108,8.685,22.186,0.0,10.59
Latvia,1996,2.913,5.5,23.343,0.0,9.705
Latvia,1997,2.603,8.732,20.726,0.0,9.705
Latvia,1998,1.92,12.762,19.795,0.0,10.978
Latvia,1999,1.484,8.152,18.437,0.0,10.515
Latvia,2000,1.531,8.336,15.139,0.0,12.734
Latvia,2001,1.428,8.323,17.655,0.0,13.24
Latvia,2002,1.151,7.192,17.529,0.0,15.086
Latvia,2003,1.033,6.572,17.693,0.0,15.005
Latvia,2004,0.782,8.959,18.99,0.0,16.562
Latvia,2005,0.941,9.524,20.105,0.0,16.089
Latvia,2006,1.008,7.677,18.926,0.0,16.628
Latvia,2007,1.247,7.728,20.558,0.0,16.089
Latvia,2008,1.242,8.736,20.179,0.0,15.758
Latvia,2009,0.994,9.654,18.383,0.0,14.452
Latvia,2010,1.268,9.77,20.739,0.0,17.234
Latvia,2011,1.287,7.964,19.041,0.0,15.18
Latvia,2012,1.067,10.145,19.014,0.0,14.272
Latvia,2013,0.845,7.936,19.217,0.0,14.062
Latvia,2014,0.697,5.402,19.322,0.0,12.638
Latvia,2015,0.545,5.03,20.291,0.0,12.743
Latvia,2016,0.476,6.77,20.933,0.0,13.196
Latvia,2017,0.48,11.658,21.379,0.0,11.964
Latvia,2018,0.564,6.433,19.073,0.0,13.716
Latvia,2019,0.477,5.555,21.895,0.0,13.119
Latvia,2020,0.286,6.836,19.206,0.0,10.732
Latvia,2021,0.224,7.085,20.027,0.0,11.588
Latvia,2022,0.164,7.169,19.661,0.0,8.104
Latvia,2023,0.09,9.871,19.631,0.0,7.671
Lithuania,1985,9.458,1.163,102.382,26.899,40.792
Lithuania,1986,11.007,1.137,85.667,28.04,40.878
Lithuania,1987,10.835,1.072,94.007,26.058,42.696
Lithuania,1988,10.923,1.137,90.392,36.354,44.514
Lithuania,1989,10.206,1.137,92.738,47.251,47.241
Lithuania,1990,9.271,1.224,82.824,48.331,54.414
Lithuania,1991,10.355,0.999,90.637,48.238,56.329
Lithuania,1992,4.853,0.92,51.866,41.536,32.18
Lithuania,1993,4.303,1.162,45.759,34.788,17.404
Lithuania,1994,3.573,1.337,42.191,21.866,20.135
Lithuania,1995,2.854,1.103,38.271,33.545,23.596
Lithuania,1996,2.623,0.964,39.927,39.561,25.227
Lithuania,1997,2.12,0.872,40.036,34.118,23.288
Lithuania,1998,1.849,1.233,45.9,38.46,20.398
Lithuania,1999,1.578,1.224,36.305,27.984,21.084
Lithuania,2000,1.073,1.003,28.525,23.889,24.008
Lithuania,2001,0.975,0.956,31.414,32.03,24.966
Lithuania,2002,1.571,1.031,30.509,39.61,25.242
Lithuania,2003,2.029,0.943,28.764,43.091,27.381
Lithuania,2004,1.962,1.212,31.089,41.759,27.312
Lithuania,2005,2.149,1.291,33.621,28.405,28.806
Lithuania,2006,2.919,1.13,33.146,23.622,28.546
Lithuania,2007,2.902,1.189,33.596,26.68,33.635
Lithuania,2008,2.462,1.129,36.063,26.679,30.191
Lithuania,2009,1.957,1.185,31.065,29.084,25.372
Lithuania,2010,2.407,1.499,31.699,0.0,28.982
Lithuania,2011,2.788,1.324,30.631,0.0,31.62
Lithuania,2012,2.718,1.158,30.995,0.0,30.874
Lithuania,2013,3.127,1.42,30.121,0.0,25.172
Lithuania,2014,2.646,1.079,29.522,0.0,24.017
Lithuania,2015,2.121,0.941,32.417,0.0,24.038
Lithuania,2016,2.149,1.215,35.662,0.0,21.419
Lithuania,2017,2.304,1.603,36.703,0.0,22.289
Lithuania,2018,2.459,1.14,39.088,0.0,22.387
Lithuania,2019,2.309,0.91,39.039,0.0,21.572
Lithuania,2020,1.801,0.789,36.594,0.0,23.605
Lithuania,2021,2.159,1.004,36.981,0.0,22.282
Lithuania,2022,2.139,1.211,37.157,0.0,16.074
Lithuania,2023,1.31,1.17,37.773,0.0,15.655
Luxembourg,1965,31.716,0.256,9.832,0.0,0.0
Luxembourg,1966,28.638,0.23,11.19,0.0,0.0
Luxembourg,1967,26.834,0.259,12.358,0.0,0.0
Luxembourg,1968,28.762,0.265,13.642,0.0,0.0
Luxembourg,1969,30.555,0.231,15.105,0.0,0.029
Luxembourg,1970,31.33,0.255,16.023,0.0,0.073
Luxembourg,1971,28.873,0.144,16.681,0.0,0.147
Luxembourg,1972,28.416,0.17,17.517,0.0,1.172
Luxembourg,1973,28.156,0.15,19.465,0.0,2.345
Luxembourg,1974,30.017,0.222,17.505,0.0,3.151
Luxembourg,1975,22.825,0.191,15.612,0.0,3.648
Luxembourg,1976,21.139,0.121,16.907,0.0,4.176
Luxembourg,1977,18.22,0.232,16.632,0.0,4.396
Luxembourg,1978,19.263,0.221,16.75,0.0,4.836
Luxembourg,1979,21.391,0.241,15.525,0.0,5.056
Luxembourg,1980,21.22,0.255,12.988,0.0,4.45
Luxembourg,1981,17.067,0.273,12.482,0.0,3.444
Luxembourg,1982,15.717,0.242,12.347,0.0,2.857
Luxembourg,1983,14.422,0.239,11.759,0.0,2.711
Luxembourg,1984,16.419,0.254,11.779,0.0,2.931
Luxembourg,1985,16.297,0.206,12.518,0.0,3.21
Luxembourg,1986,14.483,0.255,13.636,0.0,3.137
Luxembourg,1987,10.434,0.296,15.456,0.0,3.575
Luxembourg,1988,10.64,0.272,15.866,0.0,3.72
Luxembourg,1989,13.181,0.207,17.437,0.0,4.231
Luxembourg,1990,12.798,0.207,19.125,0.0,4.981
Luxembourg,1991,12.173,0.248,22.283,0.0,5.179
Luxembourg,1992,11.467,0.207,22.933,0.0,5.398
Luxembourg,1993,11.849,0.198,22.868,0.0,5.607
Luxembourg,1994,10.217,0.254,22.842,0.0,5.648
Luxembourg,1995,5.746,0.26,21.411,0.0,6.455
Luxembourg,1996,5.415,0.177,22.177,0.0,7.081
Luxembourg,1997,3.436,0.245,23.159,0.0,7.256
Luxembourg,1998,1.143,0.34,24.091,0.0,7.326
Luxembourg,1999,1.156,0.251,25.739,0.0,7.599
Luxembourg,2000,1.276,0.365,27.611,0.0,7.808
Luxembourg,2001,1.377,0.347,29.311,0.0,8.679
Luxembourg,2002,0.857,0.291,29.869,0.0,12.407
Luxembourg,2003,0.658,0.23,32.067,0.0,12.559
Luxembourg,2004,0.925,0.3,36.371,0.0,13.908
Luxembourg,2005,0.902,0.266,37.357,0.0,13.68
Luxembourg,2006,1.077,0.317,35.522,0.0,14.309
Luxembourg,2007,0.912,0.33,34.575,0.0,13.357
Luxembourg,2008,0.871,0.371,34.849,0.0,12.714
Luxembourg,2009,0.778,0.296,32.625,0.0,12.938
Luxembourg,2010,0.779,0.299,34.167,0.0,13.916
Luxembourg,2011,0.679,0.174,34.89,0.0,12.005
Luxembourg,2012,0.625,0.27,33.673,0.0,12.224
Luxembourg,2013,0.557,0.325,33.112,0.0,10.35
Luxembourg,2014,0.621,0.292,31.917,0.0,9.806
Luxembourg,2015,0.571,0.267,31.355,0.0,8.943
Luxembourg,2016,0.592,0.309,31.313,0.0,8.247
Luxembourg,2017,0.548,0.228,32.776,0.0,8.061
Luxembourg,2018,0.486,0.245,34.679,0.0,7.951
Luxembourg,2019,0.532,0.282,35.057,0.0,7.956
